county,precinct,precinctName
"FULTON","08N1","08N1"
"FULTON","08F1","08F1"
"FULTON","08A","08A"
"FULTON","08D","08D"
"FULTON","08C","08C"
"COBB","DI02","DOBBINS 02"
"COBB","CA01","CHATTAHOOCHEE 01"
"COBB","TM01","TERRELL MILL 01"
"COBB","SO02","SOPE CREEK 02"
"FULTON","SS09A","SS09A"
"COBB","SO03","SOPE CREEK 03"
"FULTON","SS16","SS16"
"COBB","MR5B","MARIETTA 5B"
"COBB","MR6B","MARIETTA 6B"
"COBB","EL02","ELIZABETH 02"
"COBB","EL04","ELIZABETH 04"
"COBB","SM03","SEWELL MILL 03"
"COBB","EL03","ELIZABETH 03"
"COBB","EL05","ELIZABETH 05"
"COBB","BF02","BELLS FERRY 02"
"COBB","BW01","BLACKWELL 01"
"COBB","GT01","GRITTERS 01"
"COBB","BF03","BELLS FERRY 03"
"COBB","MK01","MCCLESKEY 01"
"COBB","NS01","NICHOLSON 01"
"FULTON","06I","06I"
"FULTON","07F","07F"
"FULTON","07D","07D"
"FULTON","07N","07N"
"FULTON","07M","07M"
"FULTON","07E","07E"
"FULTON","07A1","07A1"
"FULTON","07A","07A"
"FULTON","07C","07C"
"FULTON","07B","07B"
"FULTON","SS09B","SS09B"
"FULTON","SS13B","SS13B"
"FULTON","SS11D","SS11D"
"FULTON","SS11B","SS11B"
"FULTON","SS06","SS06"
"FULTON","SS05","SS05"
"FULTON","SS18A","SS18A"
"FULTON","SS31","SS31"
"FULTON","SS03A","SS03A"
"FULTON","SS03","SS03"
"FULTON","SS13A","SS13A"
"FULTON","SS11A","SS11A"
"FULTON","SS11C","SS11C"
"FULTON","SS14","SS14"
"FULTON","SS12","SS12"
"FULTON","SS07C","SS07C"
"FULTON","SS07B","SS07B"
"FULTON","SS07A","SS07A"
"FULTON","SS08B","SS08B"
"FULTON","SS08E","SS08E"
"FULTON","SS04A","SS04A"
"FULTON","SS02B","SS02B"
"FULTON","SS08C","SS08C"
"FULTON","SS04","SS04"
"FULTON","SS08A","SS08A"
"FULTON","SS08D","SS08D"
"FULTON","SS29A","SS29A"
"DEKALB","LC","LAVISTA"
"DEKALB","WJ","WOODWARD"
"DEKALB","CO","CROSS KEYS HIGH"
"DEKALB","HI","HARRIS-MARGARET HARRIS ED"
"DEKALB","BG","BRIARCLIFF"
"DEKALB","MJ","MONTCLAIR ELEM"
"DEKALB","BE","BRIARWOOD"
"DEKALB","BI","BROOKHAVEN"
"DEKALB","SE","SILVER LAKE"
"DEKALB","SF","SKYLAND"
"DEKALB","AB","ASHFORD PARK ELEM"
"DEKALB","OA","OAK GROVE ELEM"
"DEKALB","CW","CORALWOOD"
"DEKALB","SA","SAGAMORE HILLS ELEM"
"DEKALB","LA","LAKESIDE HIGH"
"DEKALB","DC","DRESDEN ELEM"
"DEKALB","AG","ASHFORD DUNWOODY RD"
"DEKALB","AH","ASHFORD PARKSIDE"
"DEKALB","MU","MONTGOMERY ELEM"
"DEKALB","KG","KITTREDGE ELEM"
"DEKALB","GD","GEORGETOWN SQ"
"DEKALB","DF","DUNWOODY"
"DEKALB","MS","MOUNT VERNON WEST"
"DEKALB","CE","CHAMBLEE"
"DEKALB","CZ","CHAMBLEE 2"
"DEKALB","HF","HUNTLEY HILLS ELEM"
"DEKALB","PB","PEACHTREE MIDDLE"
"DEKALB","DG","DUNWOODY 2"
"DEKALB","CH","CHESNUT ELEM"
"DEKALB","TG","TILLY MILL ROAD"
"COBB","MT03","Mt. Bethel 03"
"COBB","MT01","Mt. Bethel 01"
"FULTON","SS18B","SS18B"
"FULTON","SS18C","SS18C"
"COBB","TR01","TIMBER RIDGE 01"
"FULTON","SS02A","SS02A"
"FULTON","SS19B","SS19B"
"FULTON","SS19A","SS19A"
"FULTON","SS29B","SS29B"
"FULTON","SS26","SS26"
"FULTON","SS20","SS20"
"FULTON","SS22","SS22"
"FULTON","RW11B","RW11B"
"FULTON","RW11A","RW11A"
"FULTON","SS15A","SS15A"
"COBB","RW01","ROSWELL 01"
"FULTON","RW02","RW02"
"FULTON","RW10","RW10"
"FULTON","RW09","RW09"
"FULTON","RW01","RW01"
"FULTON","RW10A","RW10A"
"FULTON","RW03","RW03"
"FULTON","RW03B","RW03B"
"FULTON","RW08","RW08"
"FULTON","RW12","RW12"
"FULTON","RW16","RW16"
"FULTON","RW12A","RW12A"
"DEKALB","DI","DUNWOODY LIBRARY"
"DEKALB","AD","AUSTIN"
"DEKALB","MQ","MOUNT VERNON EAST"
"FULTON","SS15B","SS15B"
"FULTON","RW03A","RW03A"
"FULTON","SS17","SS17"
"FULTON","RW17","RW17"
"FULTON","RW04","RW04"
"DEKALB","KB","KINGSLEY ELEM"
"FULTON","SS01","SS01"
"FULTON","RW20","RW20"
"FULTON","RW21","RW21"
"FULTON","RW21A","RW21A"
"FULTON","RW22A","RW22A"
"FULTON","RW03C","RW03C"
"FULTON","RW05A","RW05A"
"FULTON","RW07A","RW07A"
"FULTON","RW07B","RW07B"
"FULTON","AP03","AP03"
"FULTON","RW05","RW05"
"FULTON","AP021","AP021"
"FULTON","RW06","RW06"
"FULTON","RW13","RW13"
"FULTON","AP01E","AP01E"
"FULTON","AP01D","AP01D"
"FULTON","AP02B","AP02B"
"FULTON","AP023","AP023"
"FULTON","10R","10R"
"FULTON","10B","10B"
"FULTON","10I","10I"
"FULTON","10H2","10H2"
"FULTON","FC02","FC02"
"COBB","HL02","HARMONY-LELAND 02"
"COBB","LI01","LINDLEY 01"
"FULTON","10D2","10D2"
"FULTON","10D1","10D1"
"FULTON","10E","10E"
"FULTON","10P","10P"
"FULTON","10D","10D"
"FULTON","10H1","10H1"
"FULTON","09C","09C"
"FULTON","09B","09B"
"FULTON","09K1","09K1"
"FULTON","11R","11R"
"FULTON","EP01B","EP01B"
"FULTON","11K","11K"
"FULTON","EP02D","EP02D"
"FULTON","11G","11G"
"FULTON","12I","12I"
"FULTON","10K","10K"
"FULTON","10G","10G"
"FULTON","11H","11H"
"FULTON","10J","10J"
"FULTON","EP02E","EP02E"
"FULTON","12L","12L"
"FULTON","EP02B","EP02B"
"FULTON","12G","12G"
"FULTON","12D","12D"
"FULTON","12A1","12A1"
"FULTON","04S","04S"
"FULTON","04X1","04X1"
"FULTON","04M","04M"
"FULTON","04T","04T"
"FULTON","10M","10M"
"FULTON","04X2","04X2"
"FULTON","04L","04L"
"FULTON","04D","04D"
"FULTON","04G","04G"
"FULTON","04A","04A"
"FULTON","04K","04K"
"FULTON","04W","04W"
"FULTON","10F","10F"
"FULTON","03S","03S"
"FULTON","09D","09D"
"FULTON","03C","03C"
"FULTON","03H","03H"
"FULTON","09K","09K"
"FULTON","09M","09M"
"FULTON","09E","09E"
"FULTON","09A","09A"
"FULTON","04C","04C"
"FULTON","03A","03A"
"FULTON","03D","03D"
"FULTON","03B","03B"
"FULTON","09I","09I"
"FULTON","12F","12F"
"FULTON","12A","12A"
"FULTON","12S","12S"
"FULTON","01J","01J"
"FULTON","12K","12K"
"FULTON","12N","12N"
"FULTON","04B","04B"
"FULTON","04V","04V"
"FULTON","04I","04I"
"FULTON","01F","01F"
"FULTON","01G","01G"
"FULTON","01D","01D"
"FULTON","01H","01H"
"FULTON","05B","05B"
"FULTON","01S","01S"
"FULTON","01C","01C"
"FULTON","01T","01T"
"FULTON","01P","01P"
"FULTON","01R","01R"
"FULTON","01E","01E"
"FULTON","01A","01A"
"FULTON","05A1","05A1"
"FULTON","01B","01B"
"FULTON","05A2","05A2"
"FULTON","03G","03G"
"FULTON","03T","03T"
"FULTON","03P2","03P2"
"FULTON","04F","04F"
"FULTON","03P1B","03P1B"
"FULTON","03I","03I"
"FULTON","01I","01I"
"FULTON","02B","02B"
"FULTON","05C","05C"
"FULTON","05K","05K"
"FULTON","05D","05D"
"FULTON","05F","05F"
"FULTON","02L2","02L2"
"FULTON","02L1A","02L1A"
"FULTON","02C","02C"
"FULTON","02L1","02L1"
"FULTON","02K","02K"
"FULTON","03P1A","03P1A"
"FULTON","08P","08P"
"FULTON","08K","08K"
"FULTON","08L","08L"
"FULTON","02W","02W"
"FULTON","03F","03F"
"FULTON","02A1","02A1"
"FULTON","06R","06R"
"FULTON","02A","02A"
"FULTON","06N","06N"
"FULTON","06L2","06L2"
"FULTON","02S","02S"
"FULTON","05J","05J"
"FULTON","02G","02G"
"FULTON","02D","02D"
"FULTON","02F2","02F2"
"FULTON","02J","02J"
"FULTON","06G","06G"
"FULTON","06B","06B"
"FULTON","02E","02E"
"FULTON","02F1","02F1"
"FULTON","06F","06F"
"FULTON","06L1","06L1"
"COBB","PS1A","POWDER SPRINGS 1A"
"COBB","PS3A","POWDER SPRINGS 3A"
"COBB","LM03","LOST MOUNTAIN 03"
"COBB","ME01","MCEACHERN 01"
"COBB","LM01","LOST MOUNTAIN 01"
"COBB","OR01","OREGON 01"
"PAULDING","0003C","SHELTON ELEMENTARY"
"PAULDING","0004C","RUSSOM ELEMENTARY"
"PAULDING","0002C","CROSSROADS LIBRARY"
"COBB","VA01","VAUGHAN 01"
"COBB","LM02","LOST MOUNTAIN 02"
"COBB","FR01","FORD 01"
"COBB","DU01","DURHAM 01"
"COBB","KP03","KEMP 03"
"COBB","FY01","FREY 01"
"COBB","LM04","LOST MOUNTAIN 04"
"COBB","MS01","MARS HILL 01"
"COBB","ML01","MCCLURE 01"
"COBB","AC1A","ACWORTH 1A"
"COBB","AC1B","ACWORTH 1B"
"WALTON","422","WEST WALTON"
"GWINNETT","052","BERKSHIRE G"
"GWINNETT","118","GARNERS F"
"GWINNETT","112","BERKSHIRE N"
"GWINNETT","033","BERKSHIRE E"
"GWINNETT","092","BERKSHIRE J"
"GWINNETT","049","GARNERS C"
"GWINNETT","014","GARNERS A"
"GWINNETT","045","GARNERS B"
"GWINNETT","032","BERKSHIRE D"
"GWINNETT","011","BERKSHIRE A"
"GWINNETT","120","BERKSHIRE P"
"GWINNETT","109","BERKSHIRE M"
"GWINNETT","074","PINCKNEYVILLE Q"
"GWINNETT","103","BERKSHIRE L"
"GWINNETT","086","MARTINS F"
"GWINNETT","034","BERKSHIRE F"
"GWINNETT","119","BERKSHIRE O"
"GWINNETT","019","MARTINS C"
"GWINNETT","043","MARTINS D"
"GWINNETT","116","MARTINS I"
"GWINNETT","117","MARTINS J"
"GWINNETT","088","ROCKBRIDGE E"
"GWINNETT","069","CATES J"
"GWINNETT","036","CATES E"
"GWINNETT","107","CATES O"
"GWINNETT","035","CATES D"
"GWINNETT","044","ROCKBRIDGE B"
"GWINNETT","053","CATES H"
"GWINNETT","046","CATES F"
"GWINNETT","047","CATES G"
"GWINNETT","029","CATES B"
"GWINNETT","079","CATES K"
"GWINNETT","139","MARTINS K"
"GWINNETT","115","MARTINS H"
"GWINNETT","068","CATES I"
"GWINNETT","093","CATES M"
"GWINNETT","127","LAWRENCEVILLE J"
"GWINNETT","018","MARTINS B"
"GWINNETT","084","LAWRENCEVILLE G"
"GWINNETT","150","DULUTH K"
"GWINNETT","048","DULUTH B"
"GWINNETT","096","DULUTH G"
"GWINNETT","072","MARTINS E"
"GWINNETT","095","DULUTH F"
"GWINNETT","138","DULUTH I"
"FULTON","JC01A","JC01A"
"GWINNETT","007","DULUTH A"
"FULTON","JC01","JC01"
"FORSYTH","19","19 OLD ATLANTA"
"GWINNETT","155","SUWANEE G"
"GWINNETT","140","SUWANEE H"
"GWINNETT","017","MARTINS A"
"GWINNETT","077","GOODWINS C"
"GWINNETT","097","GOODWINS E"
"GWINNETT","110","MARTINS G"
"GWINNETT","124","GOODWINS G"
"GWINNETT","149","GOODWINS I"
"GWINNETT","006","GOODWINS A"
"GWINNETT","128","GOODWINS H"
"GWINNETT","083","GOODWINS D"
"GWINNETT","106","SUWANEE C"
"GWINNETT","131","SUWANEE E"
"GWINNETT","004","SUWANEE A"
"DEKALB","CU","COVINGTON"
"DEKALB","NB","NORTH DECATUR"
"DEKALB","ME","MCLENDON"
"DEKALB","VB","VALLEY BROOK"
"DEKALB","SC","SHAW-ROBERT SHAW ELEM"
"DEKALB","CT","COVINGTON HWY"
"DEKALB","RG","ROWLAND ELEM"
"DEKALB","DE","DUNAIRE ELEM"
"DEKALB","AA","ALLGOOD ELEM"
"DEKALB","IB","INDIAN CREEK"
"DEKALB","CY","CLARKSTON COMMUNITY CENTER"
"DEKALB","MN","MEMORIAL SOUTH"
"DEKALB","JB","JOLLY ELEM"
"DEKALB","WB","WESLEY CHAPEL LIBRARY"
"DEKALB","SS","SNAPFINGER ROAD S"
"DEKALB","MF","MCWILLIAMS"
"DEKALB","MI","MILLER GROVE"
"DEKALB","BM","BETHUNE MIDDLE"
"DEKALB","CP","CROSSROADS"
"DEKALB","FA","FAIRINGTON ELEM"
"DEKALB","PR","PANOLA ROAD"
"DEKALB","PI","PANOLA WAY ELEM"
"DEKALB","YA","YOUNG ROAD"
"DEKALB","RM","REDAN MIDDLE"
"DEKALB","MC","MARBUT ELEM"
"DEKALB","RK","REDAN ROAD"
"DEKALB","WG","WOODRIDGE ELEM"
"DEKALB","RJ","ROWLAND ROAD"
"DEKALB","WK","WHITE OAK"
"DEKALB","FM","FREEDOM MIDDLE"
"DEKALB","PE","PINE LAKE"
"DEKALB","HA","HAMBRICK ELEM"
"DEKALB","RE","ROCKBRIDGE ELEM"
"DEKALB","SJ","STONE MILL ELEM"
"DEKALB","MA","MILLER-ELDRIDGE L MILLER ELEM"
"DEKALB","SU","SOUTH HAIRSTON"
"DEKALB","PH","PANOLA"
"DEKALB","SK","SHADOW ROCK ELEM"
"DEKALB","SP","STONE MTN CHAMPION"
"DEKALB","SQ","STONE MTN"
"FULTON","08H","08H"
"FULTON","08M","08M"
"FULTON","07J","07J"
"FULTON","07H","07H"
"FULTON","08G","08G"
"FULTON","07D1","07D1"
"FULTON","08C1","08C1"
"FULTON","08B","08B"
"FULTON","03E","03E"
"FULTON","04J","04J"
"FULTON","03L","03L"
"FULTON","03M","03M"
"FULTON","03N","03N"
"FULTON","09G","09G"
"FULTON","09H","09H"
"FULTON","08J","08J"
"COBB","AU1B","AUSTELL 1B"
"COBB","CL01","CLARKDALE 01"
"COBB","PS2A","POWDER SPRINGS 2A"
"COBB","AU1A","AUSTELL 1A"
"COBB","CO01","COOPER 01"
"COBB","OR02","OREGON 02"
"COBB","MC01","MACLAND 01"
"COBB","OR05","OREGON 05"
"COBB","KP02","KEMP 02"
"COBB","OR04","OREGON 04"
"COBB","DL01","DOWELL 01"
"COBB","CH03","CHEATHAM HILL 03"
"COBB","MA01","MABLETON 01"
"COBB","SW02","SWEETWATER 02"
"COBB","BR02","BIRNEY 02"
"COBB","BR01","BIRNEY 01"
"COBB","MR5A","MARIETTA 5A"
"COBB","MR4B","MARIETTA 4B"
"COBB","EL01","ELIZABETH 01"
"COBB","EP01","EAST PIEDMONT 01"
"COBB","KE1A","KENNESAW 1A"
"COBB","BG01","BIG SHANTY 01"
"COBB","WG02","WADE GREEN 02"
"COBB","BG02","BIG SHANTY 02"
"COBB","PT01","PITNER 01"
"COBB","CK01","CHALKER 01"
"COBB","PR01","PALMER 01"
"COBB","BF04","BELLS FERRY 04"
"COBB","SN7A","SMYRNA 7A"
"COBB","OK01","OAKDALE 01"
"COBB","SN4A","SMYRNA 4A"
"COBB","SN3B","SMYRNA 3B"
"COBB","MA03","MABLETON 03"
"COBB","MA04","MABLETON 04"
"COBB","NP01","NORTON PARK 01"
"COBB","FO02","FAIR OAKS 02"
"COBB","OR03","OREGON 03"
"COBB","MR2A","MARIETTA 2A"
"COBB","FO04","FAIR OAKS 04"
"COBB","MR2B","MARIETTA 2B"
"COBB","MR3B","MARIETTA 3B"
"COBB","HR01","HARRISON 01"
"COBB","KP01","KEMP 01"
"COBB","HY01","HAYES 01"
"COBB","PM02","PINE MOUNTAIN 02"
"COBB","CH02","CHEATHAM HILL 02"
"COBB","PM01","PINE MOUNTAIN 01"
"COBB","KE2A","KENNESAW 2A"
"COBB","KE3A","KENNESAW 3A"
"COBB","MS02","MARS HILL 02"
"COBB","NC01","NORTH COBB 01"
"COBB","AC1C","ACWORTH 1C"
"COBB","KE4A","KENNESAW 4A"
"COBB","KE5A","KENNESAW 5A"
"COBB","BK01","BAKER 01"
"COBB","MR4C","MARIETTA 4C"
"COBB","MR3A","MARIETTA 3A"
"COBB","MR4A","MARIETTA 4A"
"COBB","NJ01","NICKAJACK 01"
"COBB","SN6A","SMYRNA 6A"
"COBB","VG03","VININGS 03"
"COBB","VG02","VININGS 02"
"COBB","SN5A","SMYRNA 5A"
"COBB","SN3A","SMYRNA 3A"
"COBB","DI01","DOBBINS 01"
"COBB","MR1A","MARIETTA 1A"
"COBB","SN2A","SMYRNA 2A"
"COBB","SN1A","SMYRNA 1A"
"COBB","MR7A","MARIETTA 7A"
"COBB","MR6A","MARIETTA 6A"
"FULTON","06J","06J"
"FULTON","06E","06E"
"FULTON","06Q","06Q"
"FULTON","06D1","06D1"
"FULTON","06D","06D"
"FULTON","06D2","06D2"
"DEKALB","MB","MCNAIR HIGH"
"DEKALB","ML","MEADOWVIEW"
"DEKALB","GC","GRESHAM ROAD"
"DEKALB","BR","BURGESS ELEM"
"DEKALB","MT","METROPOLITAN"
"DEKALB","PN","PINEY GROVE"
"DEKALB","TA","TERRY MILL"
"DEKALB","CL","CLIFTON"
"DEKALB","CR","CEDAR GROVE MIDDLE"
"DEKALB","FJ","FLAT SHOALS"
"DEKALB","FC","FLAT SHOALS ELEM"
"DEKALB","MP","MCNAIR ACADEMY"
"DEKALB","EA","EAST LAKE"
"DEKALB","MD","MCNAIR"
"DEKALB","KA","KELLEY LAKE ELEM"
"DEKALB","CQ","CANDLER"
"DEKALB","CN","COAN RECREATION CENTER"
"DEKALB","CX","CANDLER PARK"
"DEKALB","LE","LIN-MARY LIN ELEM"
"DEKALB","BB","BOULEVARD"
"DEKALB","FB","FERNBANK ELEM"
"DEKALB","EG","EMORY SOUTH"
"DEKALB","JA","JOHNSON ESTATES"
"DEKALB","BC","BRIAR VISTA ELEM"
"DEKALB","DH","DRUID HILLS HIGH"
"DEKALB","ER","EMORY ROAD"
"DEKALB","LB","LAVISTA ROAD"
"DEKALB","OK","OAKHURST"
"DEKALB","DD","DECATUR"
"DEKALB","PG","PONCE DE LEON"
"DEKALB","CV","CLAIREMONT EAST"
"FULTON","AP022","AP022"
"FULTON","AP01B","AP01B"
"FULTON","AP12C","AP12C"
"DEKALB","SN","SHAMROCK"
"DEKALB","ND","NORTHLAKE"
"DEKALB","BD","BRIARLAKE ELEM"
"DEKALB","RD","REHOBOTH"
"DEKALB","MK","MONTREAL"
"DEKALB","HB","HAWTHORNE ELEM"
"DEKALB","MW","MIDVALE ROAD"
"DEKALB","HC","HENDERSON MILL"
"DEKALB","CK","CLARKSTON"
"DEKALB","IA","IDLEWOOD ELEM"
"DEKALB","BH","BROCKETT"
"DEKALB","MH","MIDVALE ELEM"
"DEKALB","EF","EVANSDALE ELEM"
"DEKALB","TH","TUCKER"
"DEKALB","LV","LIVSEY ELEM"
"DEKALB","DB","DORAVILLE SOUTH"
"DEKALB","DA","DORAVILLE NORTH"
"DEKALB","WI","WARREN TECH"
"DEKALB","OB","OAKCLIFF ELEM"
"DEKALB","NF","NORTH PEACHTREE"
"GWINNETT","037","PINCKNEYVILLE E"
"DEKALB","EC","EMBRY HILLS"
"DEKALB","PF","PLEASANTDALE ROAD"
"GWINNETT","066","PINCKNEYVILLE O"
"GWINNETT","038","PINCKNEYVILLE F"
"GWINNETT","059","PINCKNEYVILLE N"
"DEKALB","NC","NORTH HAIRSTON"
"DEKALB","BF","BROCKETT ELEM"
"DEKALB","SI","STONE MTN MIDDLE"
"DEKALB","TF","TUCKER LIBRARY"
"DEKALB","HG","HUGH HOWELL"
"DEKALB","SH","SMOKE RISE"
"GWINNETT","012","BERKSHIRE B"
"GWINNETT","148","BERKSHIRE Q"
"GWINNETT","021","PINCKNEYVILLE B"
"GWINNETT","051","PINCKNEYVILLE J"
"GWINNETT","113","PINCKNEYVILLE V"
"GWINNETT","114","PINCKNEYVILLE W"
"GWINNETT","020","PINCKNEYVILLE A"
"GWINNETT","087","PINCKNEYVILLE S"
"GWINNETT","065","BERKSHIRE H"
"GWINNETT","123","PINCKNEYVILLE Y"
"GWINNETT","023","PINCKNEYVILLE D"
"GWINNETT","058","PINCKNEYVILLE K"
"GWINNETT","050","PINCKNEYVILLE I"
"DEKALB","WL","WINTERS CHAPEL"
